Company,Industry,Location,address,Phone,Tier,Activeness,Status,Account Manager,Business Developer
Halliburton Services,Industrial,Westlake,"3500 Bayou D\'Inde Road, Westlake, LA 70669, US",,Tier 4,Non-Active,Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",
Hamm Industrial,Industrial,Pascagoula,"Pascagoula, MS, US",,Tier 3,Non-Active,Not Qualified,,
Hanna Steel Corp,Chemical / Refining / Metals,Northport,"1701 Boone Blvd., Northport, AL 35476, US",205-333-4444,Tier 3,Non-Active,Not Qualified,,
Hargrove & Associates Inc,Commercial,Baton Rouge,"4150 S. Sherwood Forest Blvd, Baton Rouge, LA 70816, US",,Tier 3,Non-Active,Not Qualified,John Shaw (FTS),John Shaw
Harmony Corporation,Industrial,Baton Rouge,"Baton Rouge, LA, US",,Tier 4,Non-Active,Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",
Harold Brothers Veneer,Industrial,Brewton,"120 Ashton Street East Brewton, Brewton, AL 36426, US",,Tier 3,Non-Active,Not Qualified,,
Harrigan Lumber Co,Wood Products,Monroeville,"1033 Hornady Road, Monroeville, AL 36460, US",251-575-4821,Tier 3,Non-Active,Not Qualified,,
Harris Lumber Co,Wood Products,Winfield,"Hwy 129 North, Winfield, AL 35594, US",205-487-6475,Tier 3,Non-Active,Not Qualified,,
Harrison Walker & Harper,Industrial,Paris,"2510 South Church Street, Paris, TX 75460, US",,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (TPS)",
HARTREE REFINING CHANNELVIEW,Chemical / Refining / Metals,Channelview,"16518 De Zavalla Rd., Channelview, TX 77530, US",,Tier 3,Active,Not Qualified,Nathan Gewin (FTS),
Harvest Pipeline Company,Chemical / Refining / Metals,Bloomfield,"1754 Arroyo DR., Bloomfield, NM, US",,Tier 3,Non-Active,Not Qualified,Mark Maulden (FTS),
Harvest Pipeline Company,Chemical / Refining / Metals,Grand Chenier,"3110 Grand Chenier, Grand Chenier, LA 70643, US",,Tier 3,Non-Active,Not Qualified,"Mark Maulden (FTS), Rawland Allen (TPS)",
Harvest Pipeline Company,Chemical / Refining / Metals,Greenwell Springs,"8455 Rome Drive, Greenwell Springs, LA 70818, US",,Tier 3,Non-Active,Qualified,"Mark Maulden (FTS), Rawland Allen (TPS)",
Harvest Pipeline Company,Power,Sweeny,"10201 CR 359, Sweeny, TX 77480, US",,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (TPS)",
Harvest Select,Food & Beverage,Uniontown,"Hwy 80 East, Uniontown, AL 36786, US",,Tier 3,Non-Active,Not Qualified,,
Hattiesburg American,Industrial,Hattiesburg,"Hattiesburg, MS, US",,Tier 3,Non-Active,Not Qualified,Unassigned Unassigned (FTS),
Hazelhurst Lumber,Wood Products,Hazelhurst,"1077 Lilly Road, Hazelhurst, MS 39083, US",601-894-1064,Tier 3,Non-Active,Qualified,,
Heat & Power Boiler,Industrial,Houston,"5431 Fairbanks, Houston, TX 77026, US",713-633-4842,Tier 3,Non-Active,Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Hercules Rubber Co,Industrial,Guntersville,"585 Signal Point Road, Guntersville, AL 35976, US",,Tier 3,Non-Active,Not Qualified,,
Hexion Inc (Momentive Spec),Chemical / Refining / Metals,Geismar,"9288 Hwy 75, Geismar, LA 70734, US",,Tier 2	(Targeted),Non-Active,Not Qualified,Mark Maulden (FTS),John Shaw
Hexion Inc.,Wood Products,Diboll,"100 W. Borden Dr, Diboll, TX 75941, US",,Tier 3,Active,Not Qualified,Nathan Gewin (FTS),
Hexion Speciality Chemicals,Chemical / Refining / Metals,Alexandria,"3901 Sugar House Road, Alexandria, LA 71302, US",,Tier 3,Non-Active,Not Qualified,"Barry Landry  (TPS), Mark Maulden (FTS)",John Shaw
Hexion Speciality Chemicals,Chemical / Refining / Metals,Norco,"River Road, Norco, LA, US",,Tier 3,Non-Active,Qualified,"Mark Maulden (FTS), Barry Landry  (TPS)",John Shaw
Hill & Brooks Coffee Co,Food & Beverage,Mobile,"3278 Halls Mill Road, Mobile, AL 36606, US",,Tier 3,Non-Active,Not Qualified,,
Hill Beham Lumber Co,Wood Products,Brookhaven,"Brookhaven, MS, US",,Tier 3,Non-Active,Not Qualified,"Tulio Prettelt (FTS), Tulio Prettelt (TPS)",
Hill Boiler,Industrial,Theodore,"THEODORE, AL, US",800-562-1068,Tier 3,Non-Active,Qualified,,
Hine Environmental Services,Commercial,Sulphur,"4327 Hwy 27 South, Sulphur, LA 70665, US",,Tier 3,Non-Active,Not Qualified,,
Hinton Beef & Provision,Food & Beverage,Theodore,"5800 Old Rangeline Road, Theodore, AL 36582, US",,Tier 3,Non-Active,Not Qualified,,
Hinton Lumber Products,Wood Products,Tuscaloosa,"1601 17th Street, Tuscaloosa, AL 35401, US",205-758-5825,Tier 3,Non-Active,Not Qualified,Unassigned Unassigned (FTS),
Hogan Lumber Co,Wood Products,Nauvoo,"Rte. 3, Nauvoo, AL 35578, US",205-387-1502,Tier 3,Non-Active,Not Qualified,,
Holman Boiler Works,Industrial,Dallas,"1956 Singleton Blvd, Dallas, TX 75212, US",800-331-1956,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
"Holnam, Inc",Industrial,Theodore,"3051 Hamilton Blvd., Theodore, AL 36582, US",,Tier 3,Non-Active,Not Qualified,,
Honeywell Specialty Materials,Chemical / Refining / Metals,Baton Rouge,"2966 Lupine Ave Corner of Lupine & Ontario, Baton Rouge, LA 70805, US",,Tier 2	(Targeted),Active,Qualified,"Josh Garrison (FTS), Barry Landry  (TPS)",John Shaw
Honeywell Specialty Materials,Chemical / Refining / Metals,Columbia,"6400 North Brown Station Road, Columbia, MO 65202, US",,Tier 3,Non-Active,Not Qualified,"Josh Garrison (FTS), Barry Landry  (TPS)",
Honeywell Specialty Materials,Chemical / Refining / Metals,Geismar,"5525 Hwy 3115, Geismar, LA 70734, US",,Tier 1	(Targeted),Active,Qualified,"Josh Garrison (FTS), Barry Landry  (TPS)",John Shaw
Honeywell Specialty Materials,Chemical / Refining / Metals,Orange,"FM 1006, Orange, TX 77630, US",,Tier 3,Non-Active,Not Qualified,"Josh Garrison (FTS), Nathan Gewin (PSS), Barry Landry  (TPS)",
Hood Container Corp,Wood Products,St. Francisville,"2105 Hwy 964, St. Francisville, LA 70775, US",,Tier 3,Non-Active,Not Qualified,Mark Maulden (FTS),John Shaw
Hood Industries,Wood Products,Coushatta,"Hwy 71 North-Industrial Part, Coushatta, LA, US",318-932-5761,Tier 3,Non-Active,Qualified,Mark Maulden (FTS),
Hood Industries,Wood Products,Hattiesburg,"Hattiesburg, MS 39402, US",,Tier 3,Non-Active,Not Qualified,Mark Maulden (FTS),
Hood Industries,Wood Products,Waynesboro,"915 Industrial Park, Waynesboro, MS 39367, US",,Tier 3,Non-Active,Not Qualified,Mark Maulden (FTS),
Hood Industries,Wood Products,Wiggins,"1945 S 1st Street, Wiggins, MS 39577, US",,Tier 3,Non-Active,Not Qualified,Mark Maulden (FTS),
Hotel Intercontinental,Industrial,New Orleans,"339 Camp, New Orleans, LA 70130, US",,Tier 4,Non-Active,Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",
Hotels,Industrial,Baytown,"Baymont Inn & Suites 5215 I-10 East (Garth Rd Feeder Exit), Baytown, TX 77521, US",281-421-7300,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Hotels,Industrial,Channelview,"Holiday Inn (Full Service) 15157 I-10 East, Channelview, TX 77530, US",281-452-7304,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Hotels,Industrial,"Clute, TX (1)","805 West Hwy 332 CLUTE DAYS INN, Clute, TX 77531, US",979-265-3301,Tier 3,Non-Active,Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Hotels,Industrial,"Clute, TX (2)","1003 West Hwy 332 MAINSTAY SUITES, Clute, TX 77531, US",979-388-9300,Tier 3,Non-Active,Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Hotels,Industrial,"Clute, TX (3)","1126 Hwy 332 LaQuinta Inn, Clute, TX 77531, US",979-265-7461,Tier 3,Non-Active,Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Hotels,Industrial,"Clute, TX (4)","809 Hwy 332 HOLIDAY INN Express, Clute, TX 77531, US",979-265-5252,Tier 3,Non-Active,Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Hotels,Industrial,Corpus Christi,"300 N. Shoreline Blvd Best Western - Marina Grand Hotel, Corpus Christi, TX 78401, US",361-883-5111,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Hotels,Industrial,"Diboll, TX","910 North Temple Drive, Diboll, TX 75941, US",936-829-2055,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Hotels,Industrial,El Dorado,"Hampton Inn 2312 Junction City Rd, El Dorado, AR 71730, US",870-862-1800,Tier 3,Non-Active,Qualified,,
Hotels,Industrial,Lake Charles,"Holiday Inn Express 102 Mallard St. (Behind Cracker Barrel), Sulphur, LA 70665, US",,Tier 4,Non-Active,Not Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",
Hotels,Industrial,Lake Charles (2),"101 Mallard St. (Behind Cracker Barrel), Sulphur, LA 70665, US",,Tier 4,Non-Active,Not Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",
Hotels,Industrial,Lake Charles (3),"Crossland Economy Studios, Sulphur, LA, US",,Tier 4,Non-Active,Not Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",
Hotels,Industrial,Los Angeles,"3131 South Bristol St., Costa Mesa, CA 92626, US",800-362-1655,Tier 3,Non-Active,Not Qualified,"(FTS),  (TPS)",
Hotels,Industrial,Mobile,"5676 Tillmans Corner Pkwy Super 8 Motel, Mobile, AL 36619, US",251-666-0003,Tier 3,Non-Active,Not Qualified,Unassigned Unassigned (FTS),
Hotels,Industrial,Odessa,"Days Inn Hwy 80, Odessa, TX, US",915-335-8000,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Hotels,Industrial,Springhill,"Hwy 7 805 South Arkansas, Springhill, LA 71075, US",,Tier 4,Non-Active,Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",
Hotels,Industrial,Tyler,"3132 Troop Hwy, Tyler, TX 75701, US",903-596-7752,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Houston Plating Becker Oil Tools,Industrial,Houston,"1311 Georgia, Houston, TX 77587, US",,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Hovensa LLC,Chemical / Refining / Metals,Virgin Islands,"1 Estate Hope Virgin Islands, Christiansted, 00820",340-692-3003,Tier 3,Non-Active,Not Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",
Howard Industries,Industrial,Laurel,"Laurel, MS, US",,Tier 3,Non-Active,Not Qualified,,
"Howden Buffalo, Inc",Industrial,Hyde Park,"1 Westinghouse Plaza MA, Hyde Park, MA 2136, US",,Tier 3,Non-Active,Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",
Howell Plywood Corporation,Wood Products,Dothan,"Dothan, AL 36302, US",,Tier 3,Non-Active,Not Qualified,,
"Howse Implement Company, Inc",Chemical / Refining / Metals,Laurel,"Laurel, MS, US",,Tier 3,Non-Active,Not Qualified,,
"HRST, Inc.",Commercial,Buna,"871 Hwy 62 Suite 112, Buna, TX 77612, US",,Tier 3,Non-Active,Qualified,Mark Maulden (FTS),Bridget LaBorde
"HRST, Inc.",Commercial,Eden Prairie,"6557 City West Parkway, Eden Prairie, MN 55344, US",,Tier 3,Non-Active,Qualified,Mark Maulden (FTS),Bridget LaBorde
Hul American Incorporated,Chemical / Refining / Metals,Theodore,"4201 Degussa Road, Theodore, AL 36590, US",251-443-5400,Tier 3,Non-Active,Not Qualified,,
Hunt Correctional Facility,Commercial,St Gabriel,"6925 hwy 24, St Gabriel, LA 70776, US",,Tier 3,Non-Active,Not Qualified,"David Formby (FTS), David Formby (TPS)",
"Hunt Forest Products, Inc",Wood Products,Colfax,"Richard Crain, Colfax, LA 71417, US",,Tier 3,Non-Active,Not Qualified,"Mark Maulden (FTS), Ivy Kimble (TPS)",
"Hunt Forest Products, Inc",Wood Products,Natalbany,"Hwy 90, Natalbany, LA 70451, US",,Tier 3,Non-Active,Qualified,"Mark Maulden (FTS), Ivy Kimble (TPS)",
"Hunt Forest Products, Inc",Wood Products,Pollock,"1860 Louisiana Hwy 524, Pollock, LA 71467, US",,Tier 1	(Targeted),Active,Qualified,"Mark Maulden (FTS), Ivy Kimble (TPS)",
Hunt Petroleum Incorporated,Chemical / Refining / Metals,Yazoo City,"2083 Tinsley Road, Yazoo City, MS 39194, US",,Tier 3,Non-Active,Not Qualified,,
Hunt Refining Co,Chemical / Refining / Metals,Talladega,"2200 Jack Warner Pkwy, Suite 400, Tuscaloosa, AL 35401, US",,Tier 3,Non-Active,Not Qualified,,
Hunt Refining Co,Chemical / Refining / Metals,Tuscaloosa,"1855 Fairlawn Road, Tuscaloosa, AL 35401, US",,Tier 2	(Targeted),Non-Active,Qualified,,Bridget LaBorde
Hunt Southland Refining,Chemical / Refining / Metals,Heidelberg,"177 Haney Rd, Heidelberg, MS 39439, US",,Tier 3,Non-Active,Not Qualified,,
Huntsman (Rubicon),Chemical / Refining / Metals,Geismar,"9156 Hwy 75, Geismar, LA 70734, US",,Tier 2	(Targeted),Active,Qualified,"John Shaw (FTS), Kenn Tregre (TPS)",John Shaw
Huntsman Petrochemical Corp,Chemical / Refining / Metals,Dayton,"3892 US Hwy 90, Dayton, TX 77535, US",,Tier 3,Non-Active,Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Huntsman Petrochemical Corp O & O,Chemical / Refining / Metals,Port Neches,"6001 Highway 366, Port Neches, TX 77651, US",,Tier 2	(Targeted),Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Huntsman Petrochemicals C-4,Chemical / Refining / Metals,Conroe,"5451Jefferson Chemical Road, Conroe, TX 77301, US",,Tier 3,Non-Active,Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Huntsman Polymers,Chemical / Refining / Metals,Odessa,"2400 Grandview, Odessa, TX 79760, US",915-640-7200,Tier 3,Non-Active,Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Husky Refining,Chemical / Refining / Metals,Lima,", OH, US",,Tier 3,Non-Active,Not Qualified,,
Hydro-Chem,Industrial,Prairieville,"15578 Airline Hwy, Prairieville, LA 70769, US",,Tier 4,Non-Active,Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",
I & M Thermal Services Inc,Industrial,Baytown,"1205 Airhart, Baytown, TX 77520, US",281-427-8676,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
I O E Alabama Inc,Industrial,Bayou La Batre,"9225 Seafood House Road, Bayou La Batre, AL 36509, US",,Tier 3,Non-Active,Not Qualified,,
Iberia Sugar,Food & Beverage,New Iberia,"New Iberia, LA, US",,Tier 4,Non-Active,Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",
IC Link Industries LTD,Commercial,Ontario,"70 East beaver Creek Road Unit 33, Richmond Hill, Ontario Canada, 1.4B 3B2",,Tier 3,Non-Active,Not Qualified,,
ICI Americas Inc.,Chemical / Refining / Metals,St. Gabriel,"River Road - Hwy 75, St. Gabriel, LA 70776, US",225-642-6247,Tier 3,Non-Active,Not Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",
Imperial Cleaners,Industrial,Minden,"211 Pennsylvania Ave., Minden, LA 71055, US",,Tier 4,Non-Active,Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",
Imperial Savannah,Food & Beverage,Fort Wentworth,", US",,Tier 3,Non-Active,Not Qualified,"Mark Maulden (FTS), Barry Landry  (TPS)",
Imperial Savannah,Food & Beverage,Sugar Land,"8016 hwy 90A, Sugar Land, TX 77487, US",281-491-9181,Tier 3,Non-Active,Qualified,"Mark Maulden (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Indal Alumium,Chemical / Refining / Metals,Gulfport,"Gulfport, MS, US",,Tier 3,Non-Active,Not Qualified,,
Indeck Power Equipment Co,Industrial,Wheeling,"1111 South Willis Avenue IL, Wheeling, IL 60090, US",800-446-3325,Tier 3,Non-Active,Qualified,David Formby (FTS),
Indorama Corp Pte Ltd,Chemical / Refining / Metals,Westlake,"4300 Highway 108, Westlake, LA 70669, US",,Tier 1	(Targeted),Non-Active,Qualified,Mark Maulden (FTS),
IndServ,Commercial,Houston,"12621 Featherwood, Suite 110, Houston, TX 77034, US",,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Barry Landry  (TPS)",
"Industrial Solutions, Inc",Industrial,Pasadena,"6022 SYCAMORE AVENUE, Pasadena, TX 77503, US",,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (TPS)",
Industrial Supply Inc,Industrial,Baton Rouge,"6245 Hollyfield Drive, Baton Rouge, LA 70809, US",,Tier 4,Non-Active,Not Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",
"Industrial Sync Technologies, LLC",Industrial,Gonzales,"1504 City Place Street, Gonzales, LA 70737, US",,Tier 3,Non-Active,Not Qualified,,
INEOS Olefins & Polymer USA,Chemical / Refining / Metals,Alvin (Chocolate Bayou),"2 miles South of FM 2917 on FM 2004, Alvin, TX 77511, US",,Tier 2	(Targeted),Non-Active,Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Barry Landry  (TPS)",
INEOS Olefins & Polymer USA,Chemical / Refining / Metals,League City (Corp Office),"2600 South Shore Blvd, League City, TX 77573, US",281-535-6600,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
INEOS Phenol Incorporated,Chemical / Refining / Metals,Theodore Phenol,"7770 Rangeline Road, Theodore, AL 36582, US",,Tier 3,Non-Active,Not Qualified,Mark Maulden (TPS),
"INEOS Styrolution America, LLC",Chemical / Refining / Metals,Bayport,"12222 Port Rd, Pasadena, TX 77507, US",,Tier 3,Non-Active,Not Qualified,"Barry Landry  (FTS), Nathan Gewin (TPS)",
"INEOS Styrolution America, LLC",Chemical / Refining / Metals,Texas City,"2800 FM 519 East, Texas City, TX 77590, US",256-306-4846,Tier 3,Non-Active,Not Qualified,"Barry Landry  (FTS), Nathan Gewin (TPS)",
Inglls Ship Building,Industrial,Pascagoula,"Pascagoula, MS, US",,Tier 3,Non-Active,Not Qualified,,
Inland Container,Wood Products,Hattiesburg,"Hattiesburg, MS, US",,Tier 3,Non-Active,Not Qualified,,
Inland Container,Wood Products,Orange,"Old Highway 87, Orange, TX 77631, US",409/746-2441,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Innophos Inc,Chemical / Refining / Metals,Geismar,"10810 LA-75, Geismar, LA 70734, US",,Tier 2	(Targeted),Non-Active,Not Qualified,Mark Maulden (FTS),John Shaw
Innovene,Chemical / Refining / Metals,Port Lavaca,"13050 State Hwy 185, Port Lavaca, TX, US",,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Innovene,Chemical / Refining / Metals,Texas City,,,Tier 3,Non-Active,Not Qualified,,David Gould
Inter Continental Terminal,Chemical / Refining / Metals,Brazoria,"Brazoria, TX, US",,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Inter Continental Terminal,Chemical / Refining / Metals,Harris,"Harris, TX, US",281-479-6024,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Inter Continental Terminal,Chemical / Refining / Metals,Port Allen,"River Road, Port Allen, LA, US",225-389-0170,Tier 3,Non-Active,Not Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",
Interfor,Chemical / Refining / Metals,Perry,"903 Jernigan Street, Perry, GA 31069, US",,Tier 3,Non-Active,Not Qualified,,
"International Battery Metals, LTD",Industrial,Houston,"5847 San Felipe Street Suite 1925, Houston, TX 77057, US",,Tier 3,Active,Not Qualified,"Kenn Tregre (TPS), Kenn Tregre (FTS)",
International Matex Tank Terminals,Chemical / Refining / Metals,Alamogordo,"6026 US 54, Alamogordo, NM 88310, US",,Tier 3,Non-Active,Not Qualified,,
International Matex Tank Terminals,Chemical / Refining / Metals,Avondale,"5450 River Road, Avondale, LA 70094, US",,Tier 3,Non-Active,Not Qualified,,
International Matex Tank Terminals,Chemical / Refining / Metals,Bremen,"870 Alabama Ave, Bremen, GA 30110, US",,Tier 3,Non-Active,Not Qualified,,
International Matex Tank Terminals,Chemical / Refining / Metals,Geismar,"8112 LA-75, Geismar, LA 70734, US",,Tier 3,Non-Active,Not Qualified,,
International Matex Tank Terminals,Chemical / Refining / Metals,Harvey,"1145 45th Street, Harvey, LA 70058, US",225-368-2560,Tier 3,Non-Active,Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",
International Matex Tank Terminals,Chemical / Refining / Metals,Macon,"6225 Hawkinsville Rd., Macon, GA 31216, US",,Tier 3,Non-Active,Not Qualified,,
International Matex Tank Terminals,Chemical / Refining / Metals,Montgomery,"520 Hunter Loop Rd., Montgomery, AL 36108, US",,Tier 3,Non-Active,Not Qualified,,
International Matex Tank Terminals,Chemical / Refining / Metals,Moundville,"872 2nd St, Moundville, AL 35474, US",,Tier 3,Non-Active,Not Qualified,,
International Matex Tank Terminals,Chemical / Refining / Metals,Richmond,"5500 Old Osborne Turnpike, Richmond, VA 23231, US",,Tier 3,Non-Active,Not Qualified,,
International Matex Tank Terminals,Chemical / Refining / Metals,St Rose,"11842 River Road, St. Rose, LA 70087, US",,Tier 3,Non-Active,Not Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",
International Matex Tank Terminals,Chemical / Refining / Metals,Westwego,"5450 River Rd., Westwego, LA 70094, US",,Tier 1,Active,Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",Bridget LaBorde
International Paper,Commercial,Loveland,"6285 Tri-Ridge Blvd OH, Cinncinnati, OH 45140, US",,Tier 3,Non-Active,Qualified,Mark Maulden (FTS),
International Paper,Food & Beverage,Magnolia,"350 Prescott Drive, Magnolia, MS 39652-2146, US",,Tier 3,Non-Active,Not Qualified,,
International Paper,Wood Products,Bastrop,"705 Colliers Lane Hwy 165, Bastrop, LA 71220, US",318-281-1211,Tier 3,Non-Active,Qualified,"Mark Maulden (FTS), Keith  Harrison (TPS)",John Shaw
International Paper,Wood Products,Bay Minette,"100 Dickman Road, Bay Minette, AL 36507, US",251-937-5546,Tier 3,Non-Active,Not Qualified,Mark Maulden (FTS),
International Paper,Wood Products,Cantonment,"375  Muscogee Road, Cantonment, FL 32533, US",,Tier 3,Non-Active,Not Qualified,Mark Maulden (FTS),
International Paper,Wood Products,Citronelle,"Citronelle, AL 36522, US",,Tier 3,Non-Active,Not Qualified,Mark Maulden (FTS),
International Paper,Wood Products,Citronelle,"Odom Road, Citronelle, AL 36522, US",251-866-8000,Tier 3,Non-Active,Qualified,Mark Maulden (FTS),
International Paper,Wood Products,Dothan,"368 Technology Dr, Dothan, AL 36303, US",,Tier 3,Non-Active,Not Qualified,Mark Maulden (FTS),
International Paper,Wood Products,Edinburg,"Edinburg, TX, US",,Tier 3,Non-Active,Not Qualified,"Mark Maulden (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
International Paper,Wood Products,Lanett,"Main Highway, Lanett, AL 36863, US",,Tier 3,Non-Active,Not Qualified,Mark Maulden (FTS),
International Paper,Wood Products,Mansfield,"Mansfield, LA, US",,Tier 3,Non-Active,Not Qualified,"Mark Maulden (FTS), Keith  Harrison (TPS)",John Shaw
International Paper,Wood Products,Mobile,"Paper Mill Road, Mobile, AL 36652, US",334-456-9674,Tier 3,Non-Active,Not Qualified,Mark Maulden (FTS),
International Paper,Wood Products,Nacogdoches,"Nacogdoches, TX, US",,Tier 3,Non-Active,Qualified,"Mark Maulden (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
International Paper,Wood Products,New Boston,"Hwy 82 East, New Boston, TX 75570, US",903-628-2506,Tier 3,Non-Active,Not Qualified,"Mark Maulden (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
International Paper,Wood Products,Orange,"1750 Inland Road, Orange, TX 77632, US",,Tier 3,Non-Active,Not Qualified,Mark Maulden (FTS),
International Paper,Wood Products,Pine Bluff,"5201 Fairfield Road, Pine Bluff, AR 71601, US",870-541-5600,Tier 3,Non-Active,Qualified,Mark Maulden (FTS),Rawland Allen
International Paper,Wood Products,Pineville,"300 Williams Lake Rd., Pineville, LA 71360, US",,Tier 3,Non-Active,Qualified,"Mark Maulden (FTS), Keith  Harrison (TPS)",John Shaw
International Paper,Wood Products,Prattville,"100 Jensen Road, Prattville, AL 36066, US",,Tier 3,Non-Active,Not Qualified,Mark Maulden (FTS),
International Paper,Wood Products,Scott,"Scott, MS, US",,Tier 3,Non-Active,Not Qualified,Mark Maulden (FTS),
International Paper,Wood Products,Springhill,"2600 S. Arkansas Street, Springhill, LA 71075, US",,Tier 4,Non-Active,Qualified,"Mark Maulden (FTS), Keith  Harrison (TPS)",John Shaw
International Paper,Wood Products,Texarkana,"Texarkana, AR, US",903-796-7101,Tier 3,Non-Active,Not Qualified,Mark Maulden (FTS),
International Paper,Wood Products,Tuscaloosa,"County Road 74, Tuscaloosa, AL 35405, US",205-349-4940,Tier 3,Non-Active,Not Qualified,Mark Maulden (FTS),
International Paper,Wood Products,Warren,"Warren, MS, US",,Tier 3,Non-Active,Not Qualified,,
International Paper,Wood Products,Wiggins,"Wiggins, MS, US",601-928-5475,Tier 3,Non-Active,Not Qualified,,
International Specialty Products,Chemical / Refining / Metals,Texas City,"4501 Attwater Ave, Texas City, TX 77592, US",409-945-3411,Tier 3,Non-Active,Not Qualified,"Kenn Tregre (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Invista Power Plant,Power,Orange,"3055A Highway 1006, Orange, LA 77631, US",,Tier 3,Non-Active,Not Qualified,Nathan Gewin (FTS),John Shaw
Invista Power Plant,Power,Victoria,", TX, US",,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (TPS), Nathan Gewin (PSS)",
Ipsco Steel Inc,Industrial,Axis,"12400 Hwy 43 North, Axis, AL 26505, US",,Tier 3,Non-Active,Qualified,,
J & M Boiler,Industrial,Baton Rouge,"Baton Rouge, LA, US",,Tier 4,Non-Active,Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",
J. M. Smucker Co,Food & Beverage,Harahan,"1201 Edwards Ave, Harahan, LA 70123, US",,Tier 2	(Targeted),Non-Active,Not Qualified,"Barry Landry  (FTS), Barry Landry  (TPS)",
